1,1,8B305678CA11029549568A9AC051,1574256967810
1,1,8C146819E6F0E65929939A005068,1574256970820
1,1,8B305678CA11029549568A9AC051,1574257114254
1,1,8C146819E6F0E65929939A005068,1574257117266
1,1,8B305678CA11029549568A9AC051,1574257119443
1,1,8C146819E6F0E65929939A005068,1574257122447
1,1,8B305678CA11029549568A9AC051,1574257125416
1,1,8C146819E6F0E65929939A005068,1574257128421
1,1,8B305678CA11029549568A9AC051,1574257130776
1,1,8C146819E6F0E65929939A005068,1574257133783
1,1,8B305678CA11029549568A9AC051,1574257136592
1,1,8C146819E6F0E65929939A005068,1574257139601
1,1,8B305678CA11029549568A9AC051,1574257141969
1,1,8C146819E6F0E65929939A005068,1574257144979
1,1,8B305678CA11029549568A9AC051,1574257147755
1,1,8C146819E6F0E65929939A005068,1574257150761
1,1,8B305678CA11029549568A9AC051,1574257153117
1,1,8C146819E6F0E65929939A005068,1574257156128
1,1,8B305678CA11029549568A9AC051,1574257158972
1,1,8C146819E6F0E65929939A005068,1574257161978
1,1,8B305678CA11029549568A9AC051,1574257164306
1,1,8C146819E6F0E65929939A005068,1574257167310
1,1,8B305678CA11029549568A9AC051,1574257170155
1,1,8C146819E6F0E65929939A005068,1574257173162
1,1,8B305678CA11029549568A9AC051,1574257175514
1,1,8C146819E6F0E65929939A005068,1574257178520
1,1,8B305678CA11029549568A9AC051,1574257181320
1,1,8C146819E6F0E65929939A005068,1574257184327
1,1,8B305678CA11029549568A9AC051,1574257186657
1,1,8C146819E6F0E65929939A005068,1574257189660
1,1,8B305678CA11029549568A9AC051,1574257192477
1,1,8C146819E6F0E65929939A005068,1574257195485
1,1,8B305678CA11029549568A9AC051,1574257197828
1,1,8C146819E6F0E65929939A005068,1574257200838
1,1,8B305678CA11029549568A9AC051,1574257203691
1,1,8C146819E6F0E65929939A005068,1574257206695
1,1,8B305678CA11029549568A9AC051,1574257208988
1,1,8C146819E6F0E65929939A005068,1574257211995
1,1,8B305678CA11029549568A9AC051,1574257214845
1,1,8C146819E6F0E65929939A005068,1574257217855
1,1,8B305678CA11029549568A9AC051,1574257220144
1,1,8C146819E6F0E65929939A005068,1574257223150
1,1,8B305678CA11029549568A9AC051,1574257226031
1,1,8C146819E6F0E65929939A005068,1574257229037
1,1,8B305678CA11029549568A9AC051,1574257231455
1,1,8C146819E6F0E65929939A005068,1574257234462
1,1,8B305678CA11029549568A9AC051,1574257237213
1,1,8C146819E6F0E65929939A005068,1574257240220
1,1,8B305678CA11029549568A9AC051,1574257242766
1,1,8C146819E6F0E65929939A005068,1574257245771
1,1,8B305678CA11029549568A9AC051,1574257248432
1,1,8C146819E6F0E65929939A005068,1574257251437
1,1,8B305678CA11029549568A9AC051,1574257253923
1,1,8C146819E6F0E65929939A005068,1574257256933
1,1,8B305678CA11029549568A9AC051,1574257259603
1,1,8C146819E6F0E65929939A005068,1574257262608
1,1,8B305678CA11029549568A9AC051,1574257265065
1,1,8C146819E6F0E65929939A005068,1574257268071
1,1,8B305678CA11029549568A9AC051,1574257270755
1,1,8C146819E6F0E65929939A005068,1574257273760
1,1,8B305678CA11029549568A9AC051,1574257276225
1,1,8C146819E6F0E65929939A005068,1574257279231
1,1,8B305678CA11029549568A9AC051,1574257281921
1,1,8C146819E6F0E65929939A005068,1574257284933
1,1,8B305678CA11029549568A9AC051,1574257287436
1,1,8C146819E6F0E65929939A005068,1574257290455
1,1,8B305678CA11029549568A9AC051,1574257293111
1,1,8C146819E6F0E65929939A005068,1574257296115
1,1,8B305678CA11029549568A9AC051,1574257298619
1,1,8C146819E6F0E65929939A005068,1574257301624
1,1,8B305678CA11029549568A9AC051,1574257304269
1,1,8C146819E6F0E65929939A005068,1574257307274
1,1,8B305678CA11029549568A9AC051,1574257309803
1,1,8C146819E6F0E65929939A005068,1574257312808
1,1,8B305678CA11029549568A9AC051,1574257315418
1,1,8C146819E6F0E65929939A005068,1574257318425
1,1,8B305678CA11029549568A9AC051,1574257320960
1,1,8C146819E6F0E65929939A005068,1574257323968
1,1,8B305678CA11029549568A9AC051,1574257326599
1,1,8C146819E6F0E65929939A005068,1574257329607
1,1,8B305678CA11029549568A9AC051,1574257332180
1,1,8C146819E6F0E65929939A005068,1574257335185
1,1,8B305678CA11029549568A9AC051,1574257337833
1,1,8C146819E6F0E65929939A005068,1574257340839
1,1,8B305678CA11029549568A9AC051,1574257343313
1,1,8C146819E6F0E65929939A005068,1574257346317
1,1,8B305678CA11029549568A9AC051,1574257349020
1,1,8C146819E6F0E65929939A005068,1574257352026
1,1,8B305678CA11029549568A9AC051,1574257354539
1,1,8C146819E6F0E65929939A005068,1574257357543
1,1,8B305678CA11029549568A9AC051,1574257360138
1,1,8C146819E6F0E65929939A005068,1574257363142
1,1,8B305678CA11029549568A9AC051,1574257365668
1,1,8C146819E6F0E65929939A005068,1574257368676
1,1,8B305678CA11029549568A9AC051,1574257371279
1,1,8C146819E6F0E65929939A005068,1574257374284
1,1,8B305678CA11029549568A9AC051,1574257376814
1,1,8C146819E6F0E65929939A005068,1574257379819
1,1,8B305678CA11029549568A9AC051,1574257382412
1,1,8C146819E6F0E65929939A005068,1574257385417
1,1,8B305678CA11029549568A9AC051,1574257387935
1,1,8C146819E6F0E65929939A005068,1574257390941
1,1,8B305678CA11029549568A9AC051,1574257396049
